id,service_id,lang_code,name
1801248123750193311,70050001,en,Property Valuer
11801248123750193311,70050001,zh-CN,房产估价师
1801248123750193312,70050002,en,Property Valuation
11801248123750193312,70050002,zh-CN,房产估价
1801248123750193313,70050003,en,House Valuation
11801248123750193313,70050003,zh-CN,住宅估价
1801248123750193314,70050004,en,Market Appraisal
11801248123750193314,70050004,zh-CN,市场评估
1801248123750193315,70050005,en,Bank Valuation
11801248123750193315,70050005,zh-CN,银行估价
1801248123750193316,70050006,en,Insurance Valuation
11801248123750193316,70050006,zh-CN,保险估价
1801248123750193317,70050007,en,Capital Gains Valuation
11801248123750193317,70050007,zh-CN,资本利得估价
1801248123750193318,70050008,en,Rental Valuation
11801248123750193318,70050008,zh-CN,租金估价
1801248123750193319,70050009,en,Commercial Valuation
11801248123750193319,70050009,zh-CN,商业估价
1801248123750193320,70050010,en,Land Valuation
11801248123750193320,70050010,zh-CN,土地估价
1801248123750193321,30040001,en,Public Hospital
11801248123750193321,30040001,zh-CN,公立医院
1801248123750193322,30040002,en,Emergency Department
11801248123750193322,30040002,zh-CN,急诊科
1801248123750193323,30040003,en,Outpatient Clinic
11801248123750193323,30040003,zh-CN,门诊部
1801248123750193324,30040004,en,Public Health
11801248123750193324,30040004,zh-CN,公共卫生
1801248123750193325,30040005,en,Hospital Admission
11801248123750193325,30040005,zh-CN,住院登记
1801248123750193326,30040006,en,Hospital Services
11801248123750193326,30040006,zh-CN,医院服务
1801248123750193327,30040007,en,Mental Health Unit
11801248123750193327,30040007,zh-CN,精神健康病区
1801248123750193328,30040008,en,Maternity Ward
11801248123750193328,30040008,zh-CN,产科病房
1801248123750193329,30040009,en,Pediatric Ward
11801248123750193329,30040009,zh-CN,儿科病房
1801248123750193330,30040010,en,Rehabilitation Unit
11801248123750193330,30040010,zh-CN,康复病区
1801248123750193331,70060001,en,Sell My House
11801248123750193331,70060001,zh-CN,卖房
1801248123750193332,70060002,en,Property Sale
11801248123750193332,70060002,zh-CN,房产出售
1801248123750193333,70060003,en,Real Estate Agent
11801248123750193333,70060003,zh-CN,房地产中介
1801248123750193334,70060004,en,House Auction
11801248123750193334,70060004,zh-CN,房屋拍卖
1801248123750193335,70060005,en,Property Appraisal
11801248123750193335,70060005,zh-CN,房产估价
1801248123750193336,70060006,en,List My Property
11801248123750193336,70060006,zh-CN,挂牌出售
1801248123750193337,70060007,en,Selling Agent
11801248123750193337,70060007,zh-CN,销售代理
1801248123750193338,70060008,en,Property Marketing
11801248123750193338,70060008,zh-CN,房产营销
1801248123750193339,70060009,en,Open Home
11801248123750193339,70060009,zh-CN,开放看房
1801248123750193340,70060010,en,Sales Negotiation
11801248123750193340,70060010,zh-CN,销售谈判
1801248123750193341,40030001,en,Cyber Security
11801248123750193341,40030001,zh-CN,网络安全
1801248123750193342,40030002,en,IT Security
11801248123750193342,40030002,zh-CN,IT 安全
1801248123750193343,40030003,en,Penetration Testing
11801248123750193343,40030003,zh-CN,渗透测试
1801248123750193344,40030004,en,Security Audit
11801248123750193344,40030004,zh-CN,安全审计
1801248123750193345,40030005,en,Data Protection
11801248123750193345,40030005,zh-CN,数据保护
1801248123750193346,40030006,en,Firewall
11801248123750193346,40030006,zh-CN,防火墙
1801248123750193347,40030007,en,Security Consulting
11801248123750193347,40030007,zh-CN,安全咨询
1801248123750193348,40030008,en,Incident Response
11801248123750193348,40030008,zh-CN,安全事件响应
1801248123750193349,40030009,en,Vulnerability Assessment
11801248123750193349,40030009,zh-CN,漏洞评估
1801248123750193350,40030010,en,Security Compliance
11801248123750193350,40030010,zh-CN,安全合规
1801248123750193351,20090001,en,Share Trading
11801248123750193351,20090001,zh-CN,股票交易
1801248123750193352,20090002,en,Stock Broker
11801248123750193352,20090002,zh-CN,证券经纪人
1801248123750193353,20090003,en,Buy Shares
11801248123750193353,20090003,zh-CN,买入股票
1801248123750193354,20090004,en,ASX Trading
11801248123750193354,20090004,zh-CN,ASX 交易
1801248123750193355,20090005,en,Online Trading
11801248123750193355,20090005,zh-CN,在线交易
1801248123750193356,20090006,en,Margin Lending
11801248123750193356,20090006,zh-CN,保证金贷款
1801248123750193357,20090007,en,IPO
11801248123750193357,20090007,zh-CN,IPO 新股发行
1801248123750193358,20090008,en,Dividend Investing
11801248123750193358,20090008,zh-CN,红利投资
1801248123750193359,20090009,en,Day Trading
11801248123750193359,20090009,zh-CN,日内交易
1801248123750193360,20090010,en,Trading Account
11801248123750193360,20090010,zh-CN,证券交易账户
1801248123750193361,70070001,en,Airbnb Management
11801248123750193361,70070001,zh-CN,Airbnb 托管
1801248123750193362,70070002,en,Short Term Rental
11801248123750193362,70070002,zh-CN,短租
1801248123750193363,70070003,en,Holiday Rental Management
11801248123750193363,70070003,zh-CN,度假租赁管理
1801248123750193364,70070004,en,Airbnb Host
11801248123750193364,70070004,zh-CN,Airbnb 房东服务
1801248123750193365,70070005,en,Vacation Rental
11801248123750193365,70070005,zh-CN,度假租赁
1801248123750193366,70070006,en,Airbnb Cleaning
11801248123750193366,70070006,zh-CN,Airbnb 保洁
1801248123750193367,70070007,en,Guest Management
11801248123750193367,70070007,zh-CN,客人管理
1801248123750193368,70070008,en,Airbnb Listing
11801248123750193368,70070008,zh-CN,Airbnb 房源发布
1801248123750193369,70070009,en,Rental Income
11801248123750193369,70070009,zh-CN,租金收入
1801248123750193370,70070010,en,Airbnb Property Manager
11801248123750193370,70070010,zh-CN,Airbnb 物业管理
1801248123750193371,60030001,en,Social Media Marketing
11801248123750193371,60030001,zh-CN,社交媒体营销
1801248123750193372,60030002,en,Social Media Manager
11801248123750193372,60030002,zh-CN,社交媒体运营
1801248123750193373,60030003,en,Instagram Marketing
11801248123750193373,60030003,zh-CN,Instagram 营销
1801248123750193374,60030004,en,Facebook Marketing
11801248123750193374,60030004,zh-CN,Facebook 营销
1801248123750193375,60030005,en,Tiktok Marketing
11801248123750193375,60030005,zh-CN,TikTok 营销
1801248123750193376,60030006,en,Social Media Content
11801248123750193376,60030006,zh-CN,社交媒体内容
1801248123750193377,60030007,en,Influencer Marketing
11801248123750193377,60030007,zh-CN,网红营销
1801248123750193378,60030008,en,Social Media Ads
11801248123750193378,60030008,zh-CN,社交媒体广告
1801248123750193379,60030009,en,Community Management
11801248123750193379,60030009,zh-CN,社群运营
1801248123750193380,60030010,en,Linkedin Marketing
11801248123750193380,60030010,zh-CN,LinkedIn 营销
1801248123750193381,40040001,en,Software Developer
11801248123750193381,40040001,zh-CN,软件开发工程师
1801248123750193382,40040002,en,Custom Software
11801248123750193382,40040002,zh-CN,定制软件
1801248123750193383,40040003,en,App Developer
11801248123750193383,40040003,zh-CN,应用开发
1801248123750193384,40040004,en,Software Engineer
11801248123750193384,40040004,zh-CN,软件工程师
1801248123750193385,40040005,en,API Development
11801248123750193385,40040005,zh-CN,API 开发
1801248123750193386,40040006,en,Backend Developer
11801248123750193386,40040006,zh-CN,后端开发
1801248123750193387,40040007,en,Frontend Developer
11801248123750193387,40040007,zh-CN,前端开发
1801248123750193388,40040008,en,Full Stack Developer
11801248123750193388,40040008,zh-CN,全栈开发
1801248123750193389,40040009,en,Software Consulting
11801248123750193389,40040009,zh-CN,软件咨询
1801248123750193390,40040010,en,Agile Development
11801248123750193390,40040010,zh-CN,敏捷开发
1801248123750193391,40040011,en,Web Developer
11801248123750193391,40040011,zh-CN,网站开发
1801248123750193392,40040012,en,App Development
11801248123750193392,40040012,zh-CN,应用开发
1801248123750193393,40040013,en,Mobile App
11801248123750193393,40040013,zh-CN,手机应用
1801248123750193394,40040014,en,Ios App
11801248123750193394,40040014,zh-CN,iOS 应用
1801248123750193395,40040015,en,Android App
11801248123750193395,40040015,zh-CN,Android 应用
1801248123750193396,40040016,en,Website Development
11801248123750193396,40040016,zh-CN,网站建设
1801248123750193397,40040017,en,Ecommerce Development
11801248123750193397,40040017,zh-CN,电商开发
1801248123750193398,40040018,en,Wordpress Developer
11801248123750193398,40040018,zh-CN,WordPress 开发
1801248123750193399,40040019,en,React Developer
11801248123750193399,40040019,zh-CN,React 开发
1801248123750193400,40040020,en,Web Application
11801248123750193400,40040020,zh-CN,Web 应用
1801248123750193401,30050001,en,Specialist Doctor
11801248123750193401,30050001,zh-CN,专科医生
1801248123750193402,30050002,en,Cardiologist
11801248123750193402,30050002,zh-CN,心脏科医生
1801248123750193403,30050003,en,Dermatologist
11801248123750193403,30050003,zh-CN,皮肤科医生
1801248123750193404,30050004,en,Orthopaedic Surgeon
11801248123750193404,30050004,zh-CN,骨科外科医生
1801248123750193405,30050005,en,Gastroenterologist
11801248123750193405,30050005,zh-CN,消化科医生
1801248123750193406,30050006,en,Neurologist
11801248123750193406,30050006,zh-CN,神经科医生
1801248123750193407,30050007,en,Ent Specialist
11801248123750193407,30050007,zh-CN,耳鼻喉科医生
1801248123750193408,30050008,en,Urologist
11801248123750193408,30050008,zh-CN,泌尿科医生
1801248123750193409,30050009,en,Oncologist
11801248123750193409,30050009,zh-CN,肿瘤科医生
1801248123750193410,30050010,en,Rheumatologist
11801248123750193410,30050010,zh-CN,风湿科医生
1801248123750193411,70080001,en,Strata Manager
11801248123750193411,70080001,zh-CN,物业分层经理
1801248123750193412,70080002,en,Strata Management
11801248123750193412,70080002,zh-CN,分层物业管理
1801248123750193413,70080003,en,Body Corporate
11801248123750193413,70080003,zh-CN,业主委员会 (Body Corporate)
1801248123750193414,70080004,en,Owners Corporation
11801248123750193414,70080004,zh-CN,业主公司
1801248123750193415,70080005,en,Strata Fees
11801248123750193415,70080005,zh-CN,物业分层费用
1801248123750193416,70080006,en,Strata Meeting
11801248123750193416,70080006,zh-CN,物业分层会议
1801248123750193417,70080007,en,Strata By-laws
11801248123750193417,70080007,zh-CN,物业分层条例
1801248123750193418,70080008,en,Strata Committee
11801248123750193418,70080008,zh-CN,物业分层委员会
1801248123750193419,70080009,en,Strata Levy
11801248123750193419,70080009,zh-CN,物业分层费
1801248123750193420,70080010,en,Strata Report
11801248123750193420,70080010,zh-CN,物业分层报告
1801248123750193421,70090001,en,Subcontractor
11801248123750193421,70090001,zh-CN,分包商
1801248123750193422,70090002,en,Trade Contractor
11801248123750193422,70090002,zh-CN,技工承包商
1801248123750193423,70090003,en,Construction Subbie
11801248123750193423,70090003,zh-CN,建筑分包
1801248123750193424,70090004,en,Licensed Tradesman
11801248123750193424,70090004,zh-CN,持牌技工
1801248123750193425,70090005,en,Building Contractor
11801248123750193425,70090005,zh-CN,建筑承包商
1801248123750193426,70090006,en,Site Work
11801248123750193426,70090006,zh-CN,工地作业
1801248123750193427,70090007,en,Labour Hire
11801248123750193427,70090007,zh-CN,劳务外包
1801248123750193428,70090008,en,Specialist Contractor
11801248123750193428,70090008,zh-CN,专业承包商
1801248123750193429,70090009,en,Residential Subcontractor
11801248123750193429,70090009,zh-CN,住宅分包商
1801248123750193430,70090010,en,Commercial Subcontractor
11801248123750193430,70090010,zh-CN,商业分包商
1801248123750193431,40050001,en,Business Phone System
11801248123750193431,40050001,zh-CN,商务电话系统
1801248123750193432,40050002,en,Voip
11801248123750193432,40050002,zh-CN,VoIP 网络电话
1801248123750193433,40050003,en,NBN
11801248123750193433,40050003,zh-CN,NBN 宽带
1801248123750193434,40050004,en,Internet Provider
11801248123750193434,40050004,zh-CN,网络服务提供商
1801248123750193435,40050005,en,Phone System
11801248123750193435,40050005,zh-CN,电话系统
1801248123750193436,40050006,en,Unified Communications
11801248123750193436,40050006,zh-CN,统一通信
1801248123750193437,40050007,en,Video Conferencing
11801248123750193437,40050007,zh-CN,视频会议
1801248123750193438,40050008,en,Business Mobile
11801248123750193438,40050008,zh-CN,商务手机
1801248123750193439,40050009,en,SIP Trunk
11801248123750193439,40050009,zh-CN,SIP 中继
1801248123750193440,40050010,en,PBX System
11801248123750193440,40050010,zh-CN,PBX 交换机系统
1801248123750193441,20100001,en,Startup Funding
11801248123750193441,20100001,zh-CN,创业融资
1801248123750193442,20100002,en,Seed Funding
11801248123750193442,20100002,zh-CN,种子轮融资
1801248123750193443,20100003,en,Series A
11801248123750193443,20100003,zh-CN,A 轮融资
1801248123750193444,20100004,en,Venture Capital
11801248123750193444,20100004,zh-CN,风险投资
1801248123750193445,20100005,en,Angel Investor
11801248123750193445,20100005,zh-CN,天使投资人
1801248123750193446,20100006,en,Startup Investor
11801248123750193446,20100006,zh-CN,创业投资人
1801248123750193447,20100007,en,Equity Funding
11801248123750193447,20100007,zh-CN,股权融资
1801248123750193448,20100008,en,Pitch Deck
11801248123750193448,20100008,zh-CN,路演 PPT
1801248123750193449,20100009,en,Startup Valuation
11801248123750193449,20100009,zh-CN,创业估值
1801248123750193450,20100010,en,Term Sheet
11801248123750193450,20100010,zh-CN,投资条款清单
1801248123750193451,60040001,en,Web Designer
11801248123750193451,60040001,zh-CN,网页设计师
1801248123750193452,60040002,en,Website Design
11801248123750193452,60040002,zh-CN,网站设计
1801248123750193453,60040003,en,Wordpress Website
11801248123750193453,60040003,zh-CN,WordPress 网站
1801248123750193454,60040004,en,Shopify Website
11801248123750193454,60040004,zh-CN,Shopify 网站
1801248123750193455,60040005,en,Ecommerce Website
11801248123750193455,60040005,zh-CN,电商网站
1801248123750193456,60040006,en,Landing Page
11801248123750193456,60040006,zh-CN,落地页
1801248123750193457,60040007,en,Website Redesign
11801248123750193457,60040007,zh-CN,网站改版
1801248123750193458,60040008,en,Responsive Website
11801248123750193458,60040008,zh-CN,响应式网站
1801248123750193459,60040009,en,Ui Ux Design
11801248123750193459,60040009,zh-CN,UI/UX 设计
1801248123750193460,60040010,en,Website Maintenance
11801248123750193460,60040010,zh-CN,网站维护
